,Date,Country,Confirmed,Recovered,Deaths
5261,2020-02-18,Yemen,0,0,0
5262,2020-02-18,Zambia,0,0,0
5263,2020-02-18,Zimbabwe,0,0,0
5264,2020-02-19,Afghanistan,0,0,0
5265,2020-02-19,Albania,0,0,0
5266,2020-02-19,Algeria,0,0,0
5267,2020-02-19,Andorra,0,0,0
5268,2020-02-19,Angola,0,0,0
5269,2020-02-19,Antigua and Barbuda,0,0,0
5270,2020-02-19,Argentina,0,0,0
5271,2020-02-19,Armenia,0,0,0
5272,2020-02-19,Australia,15,10,0
5273,2020-02-19,Austria,0,0,0
5274,2020-02-19,Azerbaijan,0,0,0
5275,2020-02-19,Bahamas,0,0,0
5276,2020-02-19,Bahrain,0,0,0
5277,2020-02-19,Bangladesh,0,0,0
5278,2020-02-19,Barbados,0,0,0
5279,2020-02-19,Belarus,0,0,0
5280,2020-02-19,Belgium,1,1,0
5281,2020-02-19,Belize,0,0,0
5282,2020-02-19,Benin,0,0,0
5283,2020-02-19,Bhutan,0,0,0
5284,2020-02-19,Bolivia,0,0,0
5285,2020-02-19,Bosnia and Herzegovina,0,0,0
5286,2020-02-19,Botswana,0,0,0
5287,2020-02-19,Brazil,0,0,0
5288,2020-02-19,Brunei,0,0,0
5289,2020-02-19,Bulgaria,0,0,0
5290,2020-02-19,Burkina Faso,0,0,0
5291,2020-02-19,Burma,0,0,0
5292,2020-02-19,Burundi,0,0,0
5293,2020-02-19,Cabo Verde,0,0,0
5294,2020-02-19,Cambodia,1,1,0
5295,2020-02-19,Cameroon,0,0,0
5296,2020-02-19,Canada,8,1,0
5297,2020-02-19,Central African Republic,0,0,0
5298,2020-02-19,Chad,0,0,0
5299,2020-02-19,Chile,0,0,0
5300,2020-02-19,China,74619,15962,2116
5301,2020-02-19,Colombia,0,0,0
5302,2020-02-19,Comoros,0,0,0
5303,2020-02-19,Congo (Brazzaville),0,0,0
5304,2020-02-19,Congo (Kinshasa),0,0,0
5305,2020-02-19,Costa Rica,0,0,0
5306,2020-02-19,Cote d'Ivoire,0,0,0
5307,2020-02-19,Croatia,0,0,0
5308,2020-02-19,Cuba,0,0,0
5309,2020-02-19,Cyprus,0,0,0
5310,2020-02-19,Czechia,0,0,0
5311,2020-02-19,Denmark,0,0,0
5312,2020-02-19,Diamond Princess,621,1,0
5313,2020-02-19,Djibouti,0,0,0
5314,2020-02-19,Dominica,0,0,0
5315,2020-02-19,Dominican Republic,0,0,0
5316,2020-02-19,Ecuador,0,0,0
5317,2020-02-19,Egypt,1,0,0
5318,2020-02-19,El Salvador,0,0,0
5319,2020-02-19,Equatorial Guinea,0,0,0
5320,2020-02-19,Eritrea,0,0,0
5321,2020-02-19,Estonia,0,0,0
5322,2020-02-19,Eswatini,0,0,0
5323,2020-02-19,Ethiopia,0,0,0
5324,2020-02-19,Fiji,0,0,0
5325,2020-02-19,Finland,1,1,0
5326,2020-02-19,France,12,4,1
5327,2020-02-19,Gabon,0,0,0
5328,2020-02-19,Gambia,0,0,0
5329,2020-02-19,Georgia,0,0,0
5330,2020-02-19,Germany,16,12,0
5331,2020-02-19,Ghana,0,0,0
5332,2020-02-19,Greece,0,0,0
5333,2020-02-19,Grenada,0,0,0
5334,2020-02-19,Guatemala,0,0,0
5335,2020-02-19,Guinea,0,0,0
5336,2020-02-19,Guinea-Bissau,0,0,0
5337,2020-02-19,Guyana,0,0,0
5338,2020-02-19,Haiti,0,0,0
5339,2020-02-19,Holy See,0,0,0
5340,2020-02-19,Honduras,0,0,0
5341,2020-02-19,Hungary,0,0,0
5342,2020-02-19,Iceland,0,0,0
5343,2020-02-19,India,3,3,0
5344,2020-02-19,Indonesia,0,0,0
5345,2020-02-19,Iran,2,0,2
5346,2020-02-19,Iraq,0,0,0
5347,2020-02-19,Ireland,0,0,0
5348,2020-02-19,Israel,0,0,0
5349,2020-02-19,Italy,3,0,0
5350,2020-02-19,Jamaica,0,0,0
5351,2020-02-19,Japan,84,18,1
5352,2020-02-19,Jordan,0,0,0
5353,2020-02-19,Kazakhstan,0,0,0
5354,2020-02-19,Kenya,0,0,0
5355,2020-02-19,"Korea, South",31,12,0
5356,2020-02-19,Kosovo,0,0,0
5357,2020-02-19,Kuwait,0,0,0
5358,2020-02-19,Kyrgyzstan,0,0,0
5359,2020-02-19,Laos,0,0,0
5360,2020-02-19,Latvia,0,0,0
5361,2020-02-19,Lebanon,0,0,0
5362,2020-02-19,Lesotho,0,0,0
5363,2020-02-19,Liberia,0,0,0
5364,2020-02-19,Libya,0,0,0
5365,2020-02-19,Liechtenstein,0,0,0
5366,2020-02-19,Lithuania,0,0,0
5367,2020-02-19,Luxembourg,0,0,0
5368,2020-02-19,MS Zaandam,0,0,0
5369,2020-02-19,Madagascar,0,0,0
5370,2020-02-19,Malawi,0,0,0
5371,2020-02-19,Malaysia,22,15,0
5372,2020-02-19,Maldives,0,0,0
5373,2020-02-19,Mali,0,0,0
5374,2020-02-19,Malta,0,0,0
5375,2020-02-19,Mauritania,0,0,0
5376,2020-02-19,Mauritius,0,0,0
5377,2020-02-19,Mexico,0,0,0
5378,2020-02-19,Moldova,0,0,0
5379,2020-02-19,Monaco,0,0,0
5380,2020-02-19,Mongolia,0,0,0
5381,2020-02-19,Montenegro,0,0,0
5382,2020-02-19,Morocco,0,0,0
5383,2020-02-19,Mozambique,0,0,0
5384,2020-02-19,Namibia,0,0,0
5385,2020-02-19,Nepal,1,1,0
5386,2020-02-19,Netherlands,0,0,0
5387,2020-02-19,New Zealand,0,0,0
5388,2020-02-19,Nicaragua,0,0,0
5389,2020-02-19,Niger,0,0,0
5390,2020-02-19,Nigeria,0,0,0
5391,2020-02-19,North Macedonia,0,0,0
5392,2020-02-19,Norway,0,0,0
5393,2020-02-19,Oman,0,0,0
5394,2020-02-19,Pakistan,0,0,0
5395,2020-02-19,Panama,0,0,0
5396,2020-02-19,Papua New Guinea,0,0,0
5397,2020-02-19,Paraguay,0,0,0
5398,2020-02-19,Peru,0,0,0
5399,2020-02-19,Philippines,3,1,1
5400,2020-02-19,Poland,0,0,0
5401,2020-02-19,Portugal,0,0,0
5402,2020-02-19,Qatar,0,0,0
5403,2020-02-19,Romania,0,0,0
5404,2020-02-19,Russia,2,2,0
5405,2020-02-19,Rwanda,0,0,0
5406,2020-02-19,Saint Kitts and Nevis,0,0,0
5407,2020-02-19,Saint Lucia,0,0,0
5408,2020-02-19,Saint Vincent and the Grenadines,0,0,0
5409,2020-02-19,San Marino,0,0,0
5410,2020-02-19,Sao Tome and Principe,0,0,0
5411,2020-02-19,Saudi Arabia,0,0,0
5412,2020-02-19,Senegal,0,0,0
5413,2020-02-19,Serbia,0,0,0
5414,2020-02-19,Seychelles,0,0,0
5415,2020-02-19,Sierra Leone,0,0,0
5416,2020-02-19,Singapore,84,34,0
5417,2020-02-19,Slovakia,0,0,0
5418,2020-02-19,Slovenia,0,0,0
5419,2020-02-19,Somalia,0,0,0
5420,2020-02-19,South Africa,0,0,0
5421,2020-02-19,South Sudan,0,0,0
5422,2020-02-19,Spain,2,2,0
5423,2020-02-19,Sri Lanka,1,1,0
5424,2020-02-19,Sudan,0,0,0
5425,2020-02-19,Suriname,0,0,0
5426,2020-02-19,Sweden,1,0,0
5427,2020-02-19,Switzerland,0,0,0
5428,2020-02-19,Syria,0,0,0
5429,2020-02-19,Taiwan*,23,2,1
5430,2020-02-19,Tajikistan,0,0,0
5431,2020-02-19,Tanzania,0,0,0
5432,2020-02-19,Thailand,35,15,0
5433,2020-02-19,Timor-Leste,0,0,0
5434,2020-02-19,Togo,0,0,0
5435,2020-02-19,Trinidad and Tobago,0,0,0
5436,2020-02-19,Tunisia,0,0,0
5437,2020-02-19,Turkey,0,0,0
5438,2020-02-19,US,13,3,0
5439,2020-02-19,Uganda,0,0,0
5440,2020-02-19,Ukraine,0,0,0
5441,2020-02-19,United Arab Emirates,9,4,0
5442,2020-02-19,United Kingdom,9,8,0
5443,2020-02-19,Uruguay,0,0,0
5444,2020-02-19,Uzbekistan,0,0,0
5445,2020-02-19,Venezuela,0,0,0
5446,2020-02-19,Vietnam,16,7,0
5447,2020-02-19,West Bank and Gaza,0,0,0
5448,2020-02-19,Western Sahara,0,0,0
5449,2020-02-19,Yemen,0,0,0
5450,2020-02-19,Zambia,0,0,0
5451,2020-02-19,Zimbabwe,0,0,0
5452,2020-02-20,Afghanistan,0,0,0
5453,2020-02-20,Albania,0,0,0
5454,2020-02-20,Algeria,0,0,0
5455,2020-02-20,Andorra,0,0,0
5456,2020-02-20,Angola,0,0,0
5457,2020-02-20,Antigua and Barbuda,0,0,0
5458,2020-02-20,Argentina,0,0,0
5459,2020-02-20,Armenia,0,0,0
5460,2020-02-20,Australia,15,10,0
5461,2020-02-20,Austria,0,0,0
5462,2020-02-20,Azerbaijan,0,0,0
5463,2020-02-20,Bahamas,0,0,0
5464,2020-02-20,Bahrain,0,0,0
5465,2020-02-20,Bangladesh,0,0,0
5466,2020-02-20,Barbados,0,0,0
5467,2020-02-20,Belarus,0,0,0
5468,2020-02-20,Belgium,1,1,0
5469,2020-02-20,Belize,0,0,0
5470,2020-02-20,Benin,0,0,0
5471,2020-02-20,Bhutan,0,0,0
5472,2020-02-20,Bolivia,0,0,0
5473,2020-02-20,Bosnia and Herzegovina,0,0,0
5474,2020-02-20,Botswana,0,0,0
5475,2020-02-20,Brazil,0,0,0
5476,2020-02-20,Brunei,0,0,0
5477,2020-02-20,Bulgaria,0,0,0
5478,2020-02-20,Burkina Faso,0,0,0
5479,2020-02-20,Burma,0,0,0
5480,2020-02-20,Burundi,0,0,0
5481,2020-02-20,Cabo Verde,0,0,0
5482,2020-02-20,Cambodia,1,1,0
5483,2020-02-20,Cameroon,0,0,0
5484,2020-02-20,Canada,8,1,0
5485,2020-02-20,Central African Republic,0,0,0
5486,2020-02-20,Chad,0,0,0
5487,2020-02-20,Chile,0,0,0
5488,2020-02-20,China,75077,18014,2238
5489,2020-02-20,Colombia,0,0,0
5490,2020-02-20,Comoros,0,0,0
5491,2020-02-20,Congo (Brazzaville),0,0,0
5492,2020-02-20,Congo (Kinshasa),0,0,0
5493,2020-02-20,Costa Rica,0,0,0
5494,2020-02-20,Cote d'Ivoire,0,0,0
5495,2020-02-20,Croatia,0,0,0
5496,2020-02-20,Cuba,0,0,0
5497,2020-02-20,Cyprus,0,0,0
5498,2020-02-20,Czechia,0,0,0
5499,2020-02-20,Denmark,0,0,0
5500,2020-02-20,Diamond Princess,634,1,2
5501,2020-02-20,Djibouti,0,0,0
5502,2020-02-20,Dominica,0,0,0
5503,2020-02-20,Dominican Republic,0,0,0
5504,2020-02-20,Ecuador,0,0,0
5505,2020-02-20,Egypt,1,0,0
5506,2020-02-20,El Salvador,0,0,0
5507,2020-02-20,Equatorial Guinea,0,0,0
5508,2020-02-20,Eritrea,0,0,0
5509,2020-02-20,Estonia,0,0,0
5510,2020-02-20,Eswatini,0,0,0
5511,2020-02-20,Ethiopia,0,0,0
5512,2020-02-20,Fiji,0,0,0
5513,2020-02-20,Finland,1,1,0
5514,2020-02-20,France,12,4,1
5515,2020-02-20,Gabon,0,0,0
5516,2020-02-20,Gambia,0,0,0
5517,2020-02-20,Georgia,0,0,0
5518,2020-02-20,Germany,16,12,0
5519,2020-02-20,Ghana,0,0,0
5520,2020-02-20,Greece,0,0,0
5521,2020-02-20,Grenada,0,0,0
5522,2020-02-20,Guatemala,0,0,0
5523,2020-02-20,Guinea,0,0,0
5524,2020-02-20,Guinea-Bissau,0,0,0
5525,2020-02-20,Guyana,0,0,0
5526,2020-02-20,Haiti,0,0,0
5527,2020-02-20,Holy See,0,0,0
5528,2020-02-20,Honduras,0,0,0
5529,2020-02-20,Hungary,0,0,0
5530,2020-02-20,Iceland,0,0,0
5531,2020-02-20,India,3,3,0
5532,2020-02-20,Indonesia,0,0,0
5533,2020-02-20,Iran,5,0,2
5534,2020-02-20,Iraq,0,0,0
5535,2020-02-20,Ireland,0,0,0
5536,2020-02-20,Israel,0,0,0
5537,2020-02-20,Italy,3,0,0
5538,2020-02-20,Jamaica,0,0,0
5539,2020-02-20,Japan,94,18,1
5540,2020-02-20,Jordan,0,0,0
5541,2020-02-20,Kazakhstan,0,0,0
5542,2020-02-20,Kenya,0,0,0
5543,2020-02-20,"Korea, South",104,16,1
5544,2020-02-20,Kosovo,0,0,0
5545,2020-02-20,Kuwait,0,0,0
5546,2020-02-20,Kyrgyzstan,0,0,0
5547,2020-02-20,Laos,0,0,0
5548,2020-02-20,Latvia,0,0,0
5549,2020-02-20,Lebanon,0,0,0
5550,2020-02-20,Lesotho,0,0,0
5551,2020-02-20,Liberia,0,0,0
5552,2020-02-20,Libya,0,0,0
5553,2020-02-20,Liechtenstein,0,0,0
5554,2020-02-20,Lithuania,0,0,0
5555,2020-02-20,Luxembourg,0,0,0
5556,2020-02-20,MS Zaandam,0,0,0
5557,2020-02-20,Madagascar,0,0,0
5558,2020-02-20,Malawi,0,0,0
5559,2020-02-20,Malaysia,22,15,0
5560,2020-02-20,Maldives,0,0,0
5561,2020-02-20,Mali,0,0,0
5562,2020-02-20,Malta,0,0,0
5563,2020-02-20,Mauritania,0,0,0
5564,2020-02-20,Mauritius,0,0,0
5565,2020-02-20,Mexico,0,0,0
5566,2020-02-20,Moldova,0,0,0
5567,2020-02-20,Monaco,0,0,0
5568,2020-02-20,Mongolia,0,0,0
5569,2020-02-20,Montenegro,0,0,0
5570,2020-02-20,Morocco,0,0,0
5571,2020-02-20,Mozambique,0,0,0
5572,2020-02-20,Namibia,0,0,0
5573,2020-02-20,Nepal,1,1,0
5574,2020-02-20,Netherlands,0,0,0
5575,2020-02-20,New Zealand,0,0,0
5576,2020-02-20,Nicaragua,0,0,0
5577,2020-02-20,Niger,0,0,0
5578,2020-02-20,Nigeria,0,0,0
5579,2020-02-20,North Macedonia,0,0,0
5580,2020-02-20,Norway,0,0,0
5581,2020-02-20,Oman,0,0,0
5582,2020-02-20,Pakistan,0,0,0
5583,2020-02-20,Panama,0,0,0
5584,2020-02-20,Papua New Guinea,0,0,0
5585,2020-02-20,Paraguay,0,0,0
5586,2020-02-20,Peru,0,0,0
5587,2020-02-20,Philippines,3,1,1
5588,2020-02-20,Poland,0,0,0
5589,2020-02-20,Portugal,0,0,0
5590,2020-02-20,Qatar,0,0,0
5591,2020-02-20,Romania,0,0,0
5592,2020-02-20,Russia,2,2,0
5593,2020-02-20,Rwanda,0,0,0
5594,2020-02-20,Saint Kitts and Nevis,0,0,0
5595,2020-02-20,Saint Lucia,0,0,0
5596,2020-02-20,Saint Vincent and the Grenadines,0,0,0
5597,2020-02-20,San Marino,0,0,0
5598,2020-02-20,Sao Tome and Principe,0,0,0
5599,2020-02-20,Saudi Arabia,0,0,0
5600,2020-02-20,Senegal,0,0,0
5601,2020-02-20,Serbia,0,0,0
5602,2020-02-20,Seychelles,0,0,0
5603,2020-02-20,Sierra Leone,0,0,0
5604,2020-02-20,Singapore,84,34,0
5605,2020-02-20,Slovakia,0,0,0
5606,2020-02-20,Slovenia,0,0,0
5607,2020-02-20,Somalia,0,0,0
5608,2020-02-20,South Africa,0,0,0
5609,2020-02-20,South Sudan,0,0,0
5610,2020-02-20,Spain,2,2,0
5611,2020-02-20,Sri Lanka,1,1,0
5612,2020-02-20,Sudan,0,0,0
5613,2020-02-20,Suriname,0,0,0
5614,2020-02-20,Sweden,1,0,0
5615,2020-02-20,Switzerland,0,0,0
5616,2020-02-20,Syria,0,0,0
5617,2020-02-20,Taiwan*,24,2,1
5618,2020-02-20,Tajikistan,0,0,0
5619,2020-02-20,Tanzania,0,0,0
5620,2020-02-20,Thailand,35,15,0
5621,2020-02-20,Timor-Leste,0,0,0
5622,2020-02-20,Togo,0,0,0
5623,2020-02-20,Trinidad and Tobago,0,0,0
5624,2020-02-20,Tunisia,0,0,0
5625,2020-02-20,Turkey,0,0,0
5626,2020-02-20,US,13,3,0
5627,2020-02-20,Uganda,0,0,0
5628,2020-02-20,Ukraine,0,0,0
5629,2020-02-20,United Arab Emirates,9,4,0
5630,2020-02-20,United Kingdom,9,8,0
5631,2020-02-20,Uruguay,0,0,0
5632,2020-02-20,Uzbekistan,0,0,0
5633,2020-02-20,Venezuela,0,0,0
5634,2020-02-20,Vietnam,16,7,0
5635,2020-02-20,West Bank and Gaza,0,0,0
5636,2020-02-20,Western Sahara,0,0,0
5637,2020-02-20,Yemen,0,0,0
5638,2020-02-20,Zambia,0,0,0
5639,2020-02-20,Zimbabwe,0,0,0
5640,2020-02-21,Afghanistan,0,0,0
5641,2020-02-21,Albania,0,0,0
5642,2020-02-21,Algeria,0,0,0
5643,2020-02-21,Andorra,0,0,0
5644,2020-02-21,Angola,0,0,0
5645,2020-02-21,Antigua and Barbuda,0,0,0
5646,2020-02-21,Argentina,0,0,0
5647,2020-02-21,Armenia,0,0,0
5648,2020-02-21,Australia,15,11,0
5649,2020-02-21,Austria,0,0,0
5650,2020-02-21,Azerbaijan,0,0,0
5651,2020-02-21,Bahamas,0,0,0
5652,2020-02-21,Bahrain,0,0,0
5653,2020-02-21,Bangladesh,0,0,0
5654,2020-02-21,Barbados,0,0,0
5655,2020-02-21,Belarus,0,0,0
5656,2020-02-21,Belgium,1,1,0
5657,2020-02-21,Belize,0,0,0
5658,2020-02-21,Benin,0,0,0
5659,2020-02-21,Bhutan,0,0,0
5660,2020-02-21,Bolivia,0,0,0
5661,2020-02-21,Bosnia and Herzegovina,0,0,0
5662,2020-02-21,Botswana,0,0,0
5663,2020-02-21,Brazil,0,0,0
5664,2020-02-21,Brunei,0,0,0
5665,2020-02-21,Bulgaria,0,0,0
5666,2020-02-21,Burkina Faso,0,0,0
5667,2020-02-21,Burma,0,0,0
5668,2020-02-21,Burundi,0,0,0
5669,2020-02-21,Cabo Verde,0,0,0
5670,2020-02-21,Cambodia,1,1,0
5671,2020-02-21,Cameroon,0,0,0
5672,2020-02-21,Canada,9,3,0
5673,2020-02-21,Central African Republic,0,0,0
5674,2020-02-21,Chad,0,0,0
5675,2020-02-21,Chile,0,0,0
5676,2020-02-21,China,75550,18704,2238
5677,2020-02-21,Colombia,0,0,0
5678,2020-02-21,Comoros,0,0,0
5679,2020-02-21,Congo (Brazzaville),0,0,0
5680,2020-02-21,Congo (Kinshasa),0,0,0
5681,2020-02-21,Costa Rica,0,0,0
5682,2020-02-21,Cote d'Ivoire,0,0,0
5683,2020-02-21,Croatia,0,0,0
5684,2020-02-21,Cuba,0,0,0
5685,2020-02-21,Cyprus,0,0,0
5686,2020-02-21,Czechia,0,0,0
5687,2020-02-21,Denmark,0,0,0
5688,2020-02-21,Diamond Princess,634,1,2
5689,2020-02-21,Djibouti,0,0,0
5690,2020-02-21,Dominica,0,0,0
5691,2020-02-21,Dominican Republic,0,0,0
5692,2020-02-21,Ecuador,0,0,0
5693,2020-02-21,Egypt,1,0,0
5694,2020-02-21,El Salvador,0,0,0
5695,2020-02-21,Equatorial Guinea,0,0,0
5696,2020-02-21,Eritrea,0,0,0
5697,2020-02-21,Estonia,0,0,0
5698,2020-02-21,Eswatini,0,0,0
5699,2020-02-21,Ethiopia,0,0,0
5700,2020-02-21,Fiji,0,0,0
5701,2020-02-21,Finland,1,1,0
5702,2020-02-21,France,12,4,1
5703,2020-02-21,Gabon,0,0,0
5704,2020-02-21,Gambia,0,0,0
5705,2020-02-21,Georgia,0,0,0
5706,2020-02-21,Germany,16,14,0
5707,2020-02-21,Ghana,0,0,0
5708,2020-02-21,Greece,0,0,0
5709,2020-02-21,Grenada,0,0,0
5710,2020-02-21,Guatemala,0,0,0
5711,2020-02-21,Guinea,0,0,0
5712,2020-02-21,Guinea-Bissau,0,0,0
5713,2020-02-21,Guyana,0,0,0
5714,2020-02-21,Haiti,0,0,0
5715,2020-02-21,Holy See,0,0,0
5716,2020-02-21,Honduras,0,0,0
5717,2020-02-21,Hungary,0,0,0
5718,2020-02-21,Iceland,0,0,0
5719,2020-02-21,India,3,3,0
5720,2020-02-21,Indonesia,0,0,0
5721,2020-02-21,Iran,18,0,4
5722,2020-02-21,Iraq,0,0,0
5723,2020-02-21,Ireland,0,0,0
5724,2020-02-21,Israel,1,0,0
5725,2020-02-21,Italy,20,0,1
5726,2020-02-21,Jamaica,0,0,0
5727,2020-02-21,Japan,105,22,1
5728,2020-02-21,Jordan,0,0,0
5729,2020-02-21,Kazakhstan,0,0,0
5730,2020-02-21,Kenya,0,0,0
5731,2020-02-21,"Korea, South",204,16,2
5732,2020-02-21,Kosovo,0,0,0
5733,2020-02-21,Kuwait,0,0,0
5734,2020-02-21,Kyrgyzstan,0,0,0
5735,2020-02-21,Laos,0,0,0
5736,2020-02-21,Latvia,0,0,0
5737,2020-02-21,Lebanon,1,0,0
5738,2020-02-21,Lesotho,0,0,0
5739,2020-02-21,Liberia,0,0,0
5740,2020-02-21,Libya,0,0,0
5741,2020-02-21,Liechtenstein,0,0,0
5742,2020-02-21,Lithuania,0,0,0
5743,2020-02-21,Luxembourg,0,0,0
5744,2020-02-21,MS Zaandam,0,0,0
5745,2020-02-21,Madagascar,0,0,0
5746,2020-02-21,Malawi,0,0,0
5747,2020-02-21,Malaysia,22,15,0
5748,2020-02-21,Maldives,0,0,0
5749,2020-02-21,Mali,0,0,0
5750,2020-02-21,Malta,0,0,0
5751,2020-02-21,Mauritania,0,0,0
5752,2020-02-21,Mauritius,0,0,0
5753,2020-02-21,Mexico,0,0,0
5754,2020-02-21,Moldova,0,0,0
5755,2020-02-21,Monaco,0,0,0
5756,2020-02-21,Mongolia,0,0,0
5757,2020-02-21,Montenegro,0,0,0
5758,2020-02-21,Morocco,0,0,0
5759,2020-02-21,Mozambique,0,0,0
5760,2020-02-21,Namibia,0,0,0
5761,2020-02-21,Nepal,1,1,0
5762,2020-02-21,Netherlands,0,0,0
5763,2020-02-21,New Zealand,0,0,0
5764,2020-02-21,Nicaragua,0,0,0
5765,2020-02-21,Niger,0,0,0
5766,2020-02-21,Nigeria,0,0,0
5767,2020-02-21,North Macedonia,0,0,0
5768,2020-02-21,Norway,0,0,0
5769,2020-02-21,Oman,0,0,0
5770,2020-02-21,Pakistan,0,0,0
5771,2020-02-21,Panama,0,0,0
5772,2020-02-21,Papua New Guinea,0,0,0
5773,2020-02-21,Paraguay,0,0,0
5774,2020-02-21,Peru,0,0,0
5775,2020-02-21,Philippines,3,1,1
5776,2020-02-21,Poland,0,0,0
5777,2020-02-21,Portugal,0,0,0
5778,2020-02-21,Qatar,0,0,0
5779,2020-02-21,Romania,0,0,0
5780,2020-02-21,Russia,2,2,0
5781,2020-02-21,Rwanda,0,0,0
5782,2020-02-21,Saint Kitts and Nevis,0,0,0
5783,2020-02-21,Saint Lucia,0,0,0
5784,2020-02-21,Saint Vincent and the Grenadines,0,0,0
5785,2020-02-21,San Marino,0,0,0
5786,2020-02-21,Sao Tome and Principe,0,0,0
5787,2020-02-21,Saudi Arabia,0,0,0
5788,2020-02-21,Senegal,0,0,0
5789,2020-02-21,Serbia,0,0,0
5790,2020-02-21,Seychelles,0,0,0
5791,2020-02-21,Sierra Leone,0,0,0
5792,2020-02-21,Singapore,85,37,0
5793,2020-02-21,Slovakia,0,0,0
5794,2020-02-21,Slovenia,0,0,0
5795,2020-02-21,Somalia,0,0,0
5796,2020-02-21,South Africa,0,0,0
5797,2020-02-21,South Sudan,0,0,0
5798,2020-02-21,Spain,2,2,0
5799,2020-02-21,Sri Lanka,1,1,0
5800,2020-02-21,Sudan,0,0,0
5801,2020-02-21,Suriname,0,0,0
5802,2020-02-21,Sweden,1,0,0
5803,2020-02-21,Switzerland,0,0,0
5804,2020-02-21,Syria,0,0,0
5805,2020-02-21,Taiwan*,26,2,1
5806,2020-02-21,Tajikistan,0,0,0
5807,2020-02-21,Tanzania,0,0,0
5808,2020-02-21,Thailand,35,17,0
5809,2020-02-21,Timor-Leste,0,0,0
5810,2020-02-21,Togo,0,0,0
5811,2020-02-21,Trinidad and Tobago,0,0,0
5812,2020-02-21,Tunisia,0,0,0
5813,2020-02-21,Turkey,0,0,0
5814,2020-02-21,US,15,5,0
5815,2020-02-21,Uganda,0,0,0
5816,2020-02-21,Ukraine,0,0,0
5817,2020-02-21,United Arab Emirates,9,4,0
5818,2020-02-21,United Kingdom,9,8,0
5819,2020-02-21,Uruguay,0,0,0
5820,2020-02-21,Uzbekistan,0,0,0
5821,2020-02-21,Venezuela,0,0,0
5822,2020-02-21,Vietnam,16,14,0
5823,2020-02-21,West Bank and Gaza,0,0,0
5824,2020-02-21,Western Sahara,0,0,0
5825,2020-02-21,Yemen,0,0,0
5826,2020-02-21,Zambia,0,0,0
5827,2020-02-21,Zimbabwe,0,0,0
5828,2020-02-22,Afghanistan,0,0,0
5829,2020-02-22,Albania,0,0,0
5830,2020-02-22,Algeria,0,0,0
5831,2020-02-22,Andorra,0,0,0
5832,2020-02-22,Angola,0,0,0
5833,2020-02-22,Antigua and Barbuda,0,0,0
5834,2020-02-22,Argentina,0,0,0
5835,2020-02-22,Armenia,0,0,0
5836,2020-02-22,Australia,15,11,0
5837,2020-02-22,Austria,0,0,0
5838,2020-02-22,Azerbaijan,0,0,0
5839,2020-02-22,Bahamas,0,0,0
5840,2020-02-22,Bahrain,0,0,0
5841,2020-02-22,Bangladesh,0,0,0
5842,2020-02-22,Barbados,0,0,0
5843,2020-02-22,Belarus,0,0,0
5844,2020-02-22,Belgium,1,1,0
5845,2020-02-22,Belize,0,0,0
5846,2020-02-22,Benin,0,0,0
5847,2020-02-22,Bhutan,0,0,0
5848,2020-02-22,Bolivia,0,0,0
5849,2020-02-22,Bosnia and Herzegovina,0,0,0
5850,2020-02-22,Botswana,0,0,0
5851,2020-02-22,Brazil,0,0,0
5852,2020-02-22,Brunei,0,0,0
5853,2020-02-22,Bulgaria,0,0,0
5854,2020-02-22,Burkina Faso,0,0,0
5855,2020-02-22,Burma,0,0,0
5856,2020-02-22,Burundi,0,0,0
5857,2020-02-22,Cabo Verde,0,0,0
5858,2020-02-22,Cambodia,1,1,0
5859,2020-02-22,Cameroon,0,0,0
5860,2020-02-22,Canada,9,3,0
5861,2020-02-22,Central African Republic,0,0,0
5862,2020-02-22,Chad,0,0,0
5863,2020-02-22,Chile,0,0,0
5864,2020-02-22,China,77001,22699,2443
5865,2020-02-22,Colombia,0,0,0
5866,2020-02-22,Comoros,0,0,0
5867,2020-02-22,Congo (Brazzaville),0,0,0
5868,2020-02-22,Congo (Kinshasa),0,0,0
5869,2020-02-22,Costa Rica,0,0,0
5870,2020-02-22,Cote d'Ivoire,0,0,0
5871,2020-02-22,Croatia,0,0,0
5872,2020-02-22,Cuba,0,0,0
5873,2020-02-22,Cyprus,0,0,0
5874,2020-02-22,Czechia,0,0,0
5875,2020-02-22,Denmark,0,0,0
5876,2020-02-22,Diamond Princess,634,1,2
5877,2020-02-22,Djibouti,0,0,0
5878,2020-02-22,Dominica,0,0,0
5879,2020-02-22,Dominican Republic,0,0,0
5880,2020-02-22,Ecuador,0,0,0
5881,2020-02-22,Egypt,1,0,0
5882,2020-02-22,El Salvador,0,0,0
5883,2020-02-22,Equatorial Guinea,0,0,0
5884,2020-02-22,Eritrea,0,0,0
5885,2020-02-22,Estonia,0,0,0
5886,2020-02-22,Eswatini,0,0,0
5887,2020-02-22,Ethiopia,0,0,0
5888,2020-02-22,Fiji,0,0,0
5889,2020-02-22,Finland,1,1,0
5890,2020-02-22,France,12,4,1
5891,2020-02-22,Gabon,0,0,0
5892,2020-02-22,Gambia,0,0,0
5893,2020-02-22,Georgia,0,0,0
5894,2020-02-22,Germany,16,14,0
5895,2020-02-22,Ghana,0,0,0
5896,2020-02-22,Greece,0,0,0
5897,2020-02-22,Grenada,0,0,0
5898,2020-02-22,Guatemala,0,0,0
